OrderID,CustomerID,CustomerName,City,State,Product,Category,Quantity,Price,Discount,Sales,Profit,OrderDate
ORD00017,CUST0329,Ananya Yadav,Chennai,Tamil Nadu,Monitor,Electronics,2,33787,10,67574,19444.53,2025-11-29
ORD00018,CUST0613,Shivani Gupta,Chennai,Tamil Nadu,Keyboard,Accessories,3,39519,15,118557,9889.4,2025-03-15
ORD00019,CUST0421,Diya Singh,Pune,Maharashtra,Tablet,Electronics,1,34075,5,34075,6174.92,2025-04-12
ORD00020,CUST0556,Arjun Patel,Kolkata,West Bengal,Mouse,Accessories,2,15585,10,31170,4266.75,2025-10-18
ORD00021,CUST0014,Sneha Reddy,Mumbai,Maharashtra,Speaker,Electronics,2,37360,20,74720,18584.52,2025-12-17
ORD00022,CUST0423,Kiran Gupta,Pune,Maharashtra,Keyboard,Accessories,4,10886,10,43544,9887.99,2025-03-29
ORD00023,CUST0645,Sneha Patel,Mumbai,Maharashtra,USB Cable,Accessories,2,27369,15,54738,15706.73,2025-11-01
ORD00024,CUST0847,Arjun Patel,Pune,Maharashtra,Tablet,Electronics,2,13078,0,26156,3500.52,2025-09-22
ORD00025,CUST0753,Rahul Patel,Kolkata,West Bengal,Laptop,Electronics,4,37972,5,151888,31110.57,2025-02-27
ORD00026,CUST0132,Arjun Kumar,Delhi,Delhi,Speaker,Electronics,2,45352,15,90704,24543.3,2025-09-12
ORD00027,CUST0859,Vivaan Reddy,Delhi,Delhi,Speaker,Electronics,4,33257,5,133028,14342.18,2025-03-30
ORD00028,CUST0805,Ananya Gupta,Chennai,Tamil Nadu,Webcam,Accessories,2,32284,5,64568,9445.13,2025-10-30
ORD00029,CUST0200,Shivani Naidu,Mumbai,Maharashtra,Monitor,Electronics,4,39791,0,159164,43174.98,2025-08-22
ORD00030,CUST0664,Arjun Naidu,Pune,Maharashtra,Headphones,Accessories,4,32226,5,128904,28454.08,2025-06-09
ORD00031,CUST0735,Aditya Sharma,Delhi,Delhi,Monitor,Electronics,2,6431,20,12862,1579.21,2025-06-03
ORD00032,CUST0621,Rohan Yadav,Delhi,Delhi,Headphones,Accessories,4,42333,0,169332,37061.75,2025-10-31
ORD00033,CUST0572,Priya Verma,Mumbai,Maharashtra,Headphones,Accessories,2,45199,0,90398,23714.54,2025-12-23
ORD00034,CUST0493,Diya Jogi,Chennai,Tamil Nadu,Keyboard,Accessories,3,24560,5,73680,6829.72,2025-08-24
ORD00035,CUST0963,Aarav Naidu,Hyderabad,Telangana,Printer,Office,2,3675,15,7350,1059.67,2025-01-22
ORD00036,CUST0013,Vihaan Kumar,Delhi,Delhi,USB Cable,Accessories,5,45131,0,225655,62460.81,2025-05-12
ORD00037,CUST0821,Ananya Verma,Kolkata,West Bengal,Monitor,Electronics,4,49047,0,196188,42415.93,2025-09-07
ORD00038,CUST0119,Rahul Naidu,Chennai,Tamil Nadu,Mouse,Accessories,2,33896,0,67792,8645.17,2025-03-08
ORD00039,CUST0175,Rahul Kumar,Ahmedabad,Gujarat,Monitor,Electronics,3,31112,20,93336,8467.71,2025-05-19
ORD00040,CUST0335,Rahul Jogi,Ahmedabad,Gujarat,Monitor,Electronics,3,4919,10,14757,2101.23,2025-06-02
ORD00041,CUST0731,Ananya Patel,Ahmedabad,Gujarat,Headphones,Accessories,4,5570,20,22280,6651.08,2025-01-28
ORD00042,CUST0870,Aarav Patel,Chennai,Tamil Nadu,Keyboard,Accessories,1,26224,10,26224,2246.06,2025-07-29
ORD00043,CUST0388,Rohan Naidu,Mumbai,Maharashtra,Laptop,Electronics,4,5157,5,20628,3040.47,2025-09-23
ORD00044,CUST0306,Kiran Sharma,Pune,Maharashtra,Mouse,Accessories,2,43393,10,86786,16321.29,2025-06-26
ORD00045,CUST0199,Sai Yadav,Kolkata,West Bengal,Printer,Office,5,49367,5,246835,23519.03,2025-06-12
ORD00046,CUST0437,Meera Gupta,Delhi,Delhi,Laptop,Electronics,4,3576,20,14304,2452.66,2025-08-05
ORD00047,CUST0325,Meera Singh,Hyderabad,Telangana,USB Cable,Accessories,1,11678,20,11678,1612.33,2025-01-14
ORD00048,CUST0678,Sai Singh,Bangalore,Karnataka,Tablet,Electronics,3,13004,15,39012,7503.89,2025-05-07
ORD00049,CUST0814,Rohan Gupta,Kolkata,West Bengal,Tablet,Electronics,2,6272,10,12544,2399.41,2025-03-08
ORD00050,CUST0711,Sai Singh,Delhi,Delhi,Printer,Office,1,8202,15,8202,2320.59,2025-02-28
ORD00051,CUST0361,Arjun Kumar,Hyderabad,Telangana,Speaker,Electronics,4,45366,0,181464,33499.42,2025-12-05
ORD00052,CUST0118,Kiran Kumar,Pune,Maharashtra,Printer,Office,2,6091,10,12182,2978.82,2025-01-23
ORD00053,CUST0749,Sai Jogi,Ahmedabad,Gujarat,USB Cable,Accessories,4,47540,20,190160,16588.01,2025-02-22
ORD00054,CUST0348,Diya Yadav,Delhi,Delhi,Keyboard,Accessories,1,11086,0,11086,1969.59,2025-03-28
ORD00055,CUST0255,Aditya Reddy,Pune,Maharashtra,Monitor,Electronics,5,7494,15,37470,7585.56,2025-09-24
ORD00056,CUST0123,Rohan Reddy,Hyderabad,Telangana,Mouse,Accessories,3,13563,15,40689,5693.28,2025-05-22
ORD00057,CUST0295,Aditya Yadav,Delhi,Delhi,Tablet,Electronics,3,9762,15,29286,8452.76,2025-09-19
ORD00058,CUST0402,Sneha Yadav,Mumbai,Maharashtra,Headphones,Accessories,5,28495,10,142475,25730.86,2025-08-23
ORD00059,CUST0338,Aarav Kumar,Chennai,Tamil Nadu,Headphones,Accessories,4,48901,0,195604,17686.73,2025-01-22
ORD00060,CUST0975,Sai Reddy,Kolkata,West Bengal,Tablet,Electronics,5,8253,0,41265,5575.58,2025-02-13
ORD00061,CUST0763,Vihaan Patel,Delhi,Delhi,Keyboard,Accessories,2,39064,20,78128,12365.26,2025-09-16
ORD00062,CUST0854,Rohan Jogi,Ahmedabad,Gujarat,USB Cable,Accessories,1,47873,0,47873,11410.77,2025-09-27
ORD00063,CUST0604,Vihaan Patel,Chennai,Tamil Nadu,Laptop,Electronics,2,4941,0,9882,2266.18,2025-02-28
ORD00064,CUST0822,Rohan Singh,Kolkata,West Bengal,Keyboard,Accessories,5,41553,5,207765,38607.47,2025-04-26
ORD00065,CUST0727,Aarav Patel,Hyderabad,Telangana,Monitor,Electronics,1,28269,20,28269,3387.78,2025-06-20
ORD00066,CUST0886,Arjun Kumar,Mumbai,Maharashtra,Keyboard,Accessories,1,38256,15,38256,5062.31,2025-09-16
ORD00067,CUST0066,Sai Kumar,Pune,Maharashtra,USB Cable,Accessories,3,14439,15,43317,7657.57,2025-11-24
ORD00068,CUST0657,Vivaan Patel,Mumbai,Maharashtra,Speaker,Electronics,2,1489,10,2978,345.87,2025-12-31
ORD00069,CUST0747,Rahul Jogi,Bangalore,Karnataka,USB Cable,Accessories,3,5054,10,15162,3376.47,2025-05-13
ORD00070,CUST0695,Arjun Jogi,Kolkata,West Bengal,USB Cable,Accessories,2,18650,5,37300,5824.65,2025-11-25
ORD00071,CUST0341,Ananya Naidu,Kolkata,West Bengal,Tablet,Electronics,1,46457,5,46457,13560.57,2025-11-29
ORD00072,CUST0071,Arjun Verma,Kolkata,West Bengal,Webcam,Accessories,1,29926,20,29926,4068.54,2025-05-08
ORD00073,CUST0588,Sneha Verma,Chennai,Tamil Nadu,Speaker,Electronics,3,43026,0,129078,33020.53,2025-01-15
ORD00074,CUST0969,Arjun Naidu,Kolkata,West Bengal,Speaker,Electronics,2,37029,20,74058,9260.22,2025-10-02
ORD00075,CUST0920,Rohan Kumar,Hyderabad,Telangana,USB Cable,Accessories,4,735,0,2940,532.03,2025-05-02
ORD00076,CUST0824,Sneha Naidu,Delhi,Delhi,Keyboard,Accessories,2,41659,5,83318,8790.25,2025-07-28
ORD00077,CUST0786,Rohan Yadav,Bangalore,Karnataka,USB Cable,Accessories,1,41088,20,41088,4000.55,2025-01-10
ORD00078,CUST0351,Sai Gupta,Bangalore,Karnataka,Webcam,Accessories,1,38645,20,38645,10040.34,2025-12-31
ORD00079,CUST0466,Meera Sharma,Delhi,Delhi,Monitor,Electronics,1,39513,20,39513,4175.15,2025-04-30
ORD00080,CUST0697,Aarav Yadav,Chennai,Tamil Nadu,USB Cable,Accessories,5,45351,10,226755,22218.57,2025-11-06
ORD00081,CUST0807,Aditya Yadav,Bangalore,Karnataka,Monitor,Electronics,5,19500,10,97500,14359.65,2025-03-17
ORD00082,CUST0819,Meera Singh,Pune,Maharashtra,Printer,Office,3,5254,5,15762,3807.62,2025-08-27
ORD00083,CUST0032,Aditya Kumar,Kolkata,West Bengal,Webcam,Accessories,3,49846,0,149538,37635.9,2025-11-02
ORD00084,CUST0987,Rohan Naidu,Chennai,Tamil Nadu,Mouse,Accessories,1,30942,10,30942,6472.08,2025-05-31
ORD00085,CUST0428,Kiran Reddy,Chennai,Tamil Nadu,Speaker,Electronics,5,43528,15,217640,53033.7,2025-06-18
ORD00086,CUST0311,Arjun Yadav,Mumbai,Maharashtra,Headphones,Accessories,4,514,15,2056,241.97,2025-05-09
ORD00087,CUST0214,Vivaan Singh,Bangalore,Karnataka,USB Cable,Accessories,5,3768,20,18840,4045.5,2025-07-11
ORD00088,CUST0329,Ananya Yadav,Chennai,Tamil Nadu,Headphones,Accessories,4,30491,10,121964,33096.86,2025-03-24
ORD00089,CUST0938,Priya Patel,Chennai,Tamil Nadu,Keyboard,Accessories,3,36320,10,108960,31706.49,2025-06-01
ORD00090,CUST0367,Shivani Gupta,Chennai,Tamil Nadu,Printer,Office,5,34119,20,170595,29160.02,2025-01-27
ORD00091,CUST0214,Vivaan Singh,Bangalore,Karnataka,Laptop,Electronics,2,38508,5,77016,7050.2,2025-06-23
ORD00092,CUST0570,Shivani Verma,Chennai,Tamil Nadu,USB Cable,Accessories,1,20639,0,20639,2181.72,2025-10-11
ORD00093,CUST0898,Diya Naidu,Pune,Maharashtra,Headphones,Accessories,5,43870,0,219350,61186.7,2025-01-18
ORD00094,CUST0014,Sneha Reddy,Mumbai,Maharashtra,Tablet,Electronics,4,30635,15,122540,36138.64,2025-03-19
ORD00095,CUST0605,Priya Gupta,Chennai,Tamil Nadu,Printer,Office,3,46678,15,140034,16768.89,2025-01-26
ORD00096,CUST0109,Meera Reddy,Hyderabad,Telangana,Monitor,Electronics,1,7894,5,7894,972.84,2025-09-09
ORD00097,CUST0935,Vivaan Sharma,Ahmedabad,Gujarat,Printer,Office,5,25411,0,127055,27049.26,2025-05-03
ORD00098,CUST0472,Sai Reddy,Chennai,Tamil Nadu,USB Cable,Accessories,3,21902,5,65706,19240.24,2025-05-16
ORD00099,CUST0258,Priya Patel,Bangalore,Karnataka,Monitor,Electronics,1,9202,5,9202,1473.18,2025-05-17
ORD00100,CUST0114,Priya Patel,Ahmedabad,Gujarat,Tablet,Electronics,3,36233,15,108699,15549.39,2025-05-04
ORD00101,CUST0492,Rohan Patel,Mumbai,Maharashtra,Printer,Office,5,44265,20,221325,44586.01,2025-09-04
ORD00102,CUST0653,Vivaan Verma,Hyderabad,Telangana,USB Cable,Accessories,3,38113,0,114339,22580.79,2025-11-19
ORD00103,CUST0595,Sai Naidu,Chennai,Tamil Nadu,Tablet,Electronics,3,32824,0,98472,17551.89,2025-03-12
ORD00104,CUST0456,Rohan Reddy,Delhi,Delhi,Printer,Office,1,9421,20,9421,963.05,2025-04-27
ORD00105,CUST0198,Aditya Reddy,Delhi,Delhi,Tablet,Electronics,3,26953,10,80859,8231.96,2025-05-30
ORD00106,CUST0557,Aditya Jogi,Mumbai,Maharashtra,Headphones,Accessories,2,19288,15,38576,3963.75,2025-05-04
ORD00107,CUST0330,Sneha Naidu,Chennai,Tamil Nadu,Webcam,Accessories,3,49243,20,147729,16264.2,2025-06-24
ORD00108,CUST0435,Kiran Sharma,Ahmedabad,Gujarat,Tablet,Electronics,5,26031,15,130155,32992.72,2025-09-14
ORD00109,CUST0281,Aarav Naidu,Kolkata,West Bengal,USB Cable,Accessories,3,33771,15,101313,29318.87,2025-04-17
ORD00110,CUST0825,Arjun Sharma,Pune,Maharashtra,Monitor,Electronics,1,3553,5,3553,824.53,2025-10-13
ORD00111,CUST0464,Rohan Sharma,Ahmedabad,Gujarat,Headphones,Accessories,4,21528,0,86112,23915.87,2025-06-29
ORD00112,CUST0555,Vihaan Sharma,Mumbai,Maharashtra,Webcam,Accessories,2,27424,10,54848,12514.71,2025-10-06
ORD00113,CUST0978,Meera Reddy,Delhi,Delhi,Keyboard,Accessories,4,11594,5,46376,10969.19,2025-02-23
ORD00114,CUST0221,Diya Reddy,Hyderabad,Telangana,Laptop,Electronics,5,3740,0,18700,2005.41,2025-10-25
ORD00115,CUST0611,Vihaan Reddy,Hyderabad,Telangana,Printer,Office,3,10455,0,31365,9311.87,2025-09-03
ORD00116,CUST0043,Shivani Naidu,Ahmedabad,Gujarat,Webcam,Accessories,1,42975,0,42975,8774.53,2025-01-28
ORD00117,CUST0127,Aarav Sharma,Ahmedabad,Gujarat,Speaker,Electronics,1,16245,10,16245,2199.36,2025-07-06
ORD00118,CUST0770,Aarav Singh,Pune,Maharashtra,Speaker,Electronics,5,42570,0,212850,20222.71,2025-09-05
ORD00119,CUST0244,Arjun Singh,Hyderabad,Telangana,Webcam,Accessories,5,42418,0,212090,40639.08,2025-06-22
ORD00120,CUST0093,Rohan Verma,Mumbai,Maharashtra,Printer,Office,1,18008,20,18008,5092.64,2025-07-12
ORD00121,CUST0175,Rahul Kumar,Ahmedabad,Gujarat,Mouse,Accessories,2,17308,15,34616,6429.02,2025-01-25
ORD00122,CUST0165,Priya Verma,Delhi,Delhi,Headphones,Accessories,3,39510,0,118530,35458.68,2025-11-18
ORD00123,CUST0869,Arjun Verma,Kolkata,West Bengal,Speaker,Electronics,5,24488,10,122440,14892.25,2025-01-31
ORD00124,CUST0426,Aarav Reddy,Hyderabad,Telangana,Tablet,Electronics,4,16010,5,64040,18186.34,2025-07-30
ORD00125,CUST0887,Meera Jogi,Mumbai,Maharashtra,Headphones,Accessories,2,24293,10,48586,8195.24,2025-04-27
ORD00126,CUST0006,Rahul Jogi,Delhi,Delhi,Keyboard,Accessories,1,8915,5,8915,1857.99,2025-07-02
ORD00127,CUST0933,Sai Naidu,Delhi,Delhi,Monitor,Electronics,2,34853,0,69706,9104.21,2025-07-08
ORD00128,CUST0486,Aarav Reddy,Hyderabad,Telangana,Laptop,Electronics,2,14505,15,29010,5880.93,2025-12-03
ORD00129,CUST0321,Rahul Jogi,Pune,Maharashtra,Mouse,Accessories,2,3157,10,6314,1887.54,2025-05-21
ORD00130,CUST0338,Aarav Kumar,Chennai,Tamil Nadu,Printer,Office,2,6596,15,13192,1740.05,2025-10-31
ORD00131,CUST0173,Vihaan Jogi,Pune,Maharashtra,Tablet,Electronics,2,43849,0,87698,13931.84,2025-06-26
ORD00132,CUST0995,Aditya Gupta,Chennai,Tamil Nadu,USB Cable,Accessories,5,1597,0,7985,1766.98,2025-09-19
ORD00133,CUST0423,Kiran Gupta,Pune,Maharashtra,Monitor,Electronics,3,8864,0,26592,7738.39,2025-05-18
ORD00134,CUST0836,Diya Reddy,Chennai,Tamil Nadu,Laptop,Electronics,5,2078,20,10390,2481.02,2025-05-16
ORD00135,CUST0125,Aditya Jogi,Mumbai,Maharashtra,Laptop,Electronics,3,44844,20,134532,12628.18,2025-01-10
ORD00136,CUST0615,Vihaan Reddy,Mumbai,Maharashtra,Headphones,Accessories,4,1673,10,6692,1225.1,2025-11-19
ORD00137,CUST0746,Ananya Yadav,Hyderabad,Telangana,Speaker,Electronics,4,24415,0,97660,14196.24,2025-06-29
ORD00138,CUST0144,Vihaan Jogi,Chennai,Tamil Nadu,USB Cable,Accessories,1,22673,15,22673,3821.48,2025-11-28
ORD00139,CUST0949,Meera Gupta,Kolkata,West Bengal,Mouse,Accessories,5,24783,20,123915,16136.84,2025-06-26
ORD00140,CUST0583,Kiran Sharma,Pune,Maharashtra,Laptop,Electronics,2,48060,10,96120,10824.97,2025-02-08
ORD00141,CUST0618,Vihaan Gupta,Pune,Maharashtra,Monitor,Electronics,1,5809,10,5809,821.5,2025-09-01
ORD00142,CUST0839,Kiran Naidu,Pune,Maharashtra,Mouse,Accessories,4,40467,10,161868,46714.79,2025-09-17
ORD00143,CUST0595,Sai Naidu,Chennai,Tamil Nadu,Mouse,Accessories,5,21660,0,108300,11239.1,2025-05-22
ORD00144,CUST0735,Aditya Sharma,Delhi,Delhi,Tablet,Electronics,3,12014,20,36042,8943.77,2025-06-07
ORD00145,CUST0985,Aarav Sharma,Hyderabad,Telangana,USB Cable,Accessories,2,8212,15,16424,4898.51,2025-02-25
ORD00146,CUST0762,Sneha Naidu,Bangalore,Karnataka,Tablet,Electronics,5,49309,10,246545,36089.61,2025-10-04
ORD00147,CUST0598,Rahul Patel,Kolkata,West Bengal,Tablet,Electronics,2,17678,15,35356,3389.72,2025-04-17
ORD00148,CUST0260,Aarav Patel,Hyderabad,Telangana,Mouse,Accessories,5,30160,10,150800,24622.09,2025-11-15
ORD00149,CUST0943,Ananya Gupta,Kolkata,West Bengal,Headphones,Accessories,5,4854,20,24270,6593.51,2025-06-15
ORD00150,CUST0636,Diya Reddy,Bangalore,Karnataka,Tablet,Electronics,3,21057,20,63171,15815.42,2025-12-02
ORD00151,CUST0603,Vivaan Gupta,Chennai,Tamil Nadu,Mouse,Accessories,1,780,10,780,212.35,2025-08-19
ORD00152,CUST0142,Diya Gupta,Delhi,Delhi,Printer,Office,3,49772,20,149316,16825.77,2025-10-04
ORD00153,CUST0349,Aarav Reddy,Mumbai,Maharashtra,Tablet,Electronics,3,47619,5,142857,40263.19,2025-05-21
ORD00154,CUST0533,Rahul Naidu,Chennai,Tamil Nadu,Speaker,Electronics,1,33974,5,33974,7651.49,2025-08-06
ORD00155,CUST0741,Vihaan Sharma,Kolkata,West Bengal,Webcam,Accessories,2,35829,5,71658,16746.21,2025-01-27
ORD00156,CUST0762,Sneha Naidu,Bangalore,Karnataka,Webcam,Accessories,5,49061,0,245305,56712.02,2025-07-21
ORD00157,CUST0602,Shivani Sharma,Kolkata,West Bengal,Keyboard,Accessories,5,26185,0,130925,20517.35,2025-07-23
ORD00158,CUST0214,Vivaan Singh,Bangalore,Karnataka,Mouse,Accessories,3,36562,10,109686,29569.16,2025-10-31
ORD00159,CUST0652,Aditya Yadav,Pune,Maharashtra,Webcam,Accessories,4,47494,0,189976,48652.03,2025-12-01
ORD00160,CUST0295,Aditya Yadav,Delhi,Delhi,Monitor,Electronics,2,19464,10,38928,8978.81,2025-12-23
ORD00161,CUST0320,Rohan Singh,Pune,Maharashtra,Mouse,Accessories,3,30626,20,91878,24456.87,2025-05-24
ORD00162,CUST0919,Aarav Yadav,Delhi,Delhi,Tablet,Electronics,2,22443,0,44886,9219.35,2025-05-01
ORD00163,CUST0511,Sai Naidu,Pune,Maharashtra,Keyboard,Accessories,1,29914,15,29914,6844.35,2025-03-09
ORD00164,CUST0235,Sai Patel,Ahmedabad,Gujarat,Webcam,Accessories,3,29322,10,87966,25730.55,2025-02-06
ORD00165,CUST0258,Priya Patel,Bangalore,Karnataka,Tablet,Electronics,4,22717,20,90868,26792.92,2025-05-17
ORD00166,CUST0740,Arjun Naidu,Bangalore,Karnataka,Keyboard,Accessories,4,30176,20,120704,9777.44,2025-12-29
ORD00167,CUST0037,Aarav Naidu,Ahmedabad,Gujarat,Keyboard,Accessories,3,17246,10,51738,9025.98,2025-10-29
ORD00168,CUST0849,Sneha Yadav,Bangalore,Karnataka,Speaker,Electronics,5,12898,20,64490,11075.26,2025-10-28
ORD00169,CUST0364,Sneha Yadav,Ahmedabad,Gujarat,Monitor,Electronics,1,41405,20,41405,9379.65,2025-01-11
ORD00170,CUST0574,Priya Gupta,Hyderabad,Telangana,Laptop,Electronics,5,14351,15,71755,12162.37,2025-02-17
ORD00171,CUST0256,Ananya Verma,Pune,Maharashtra,Printer,Office,1,8068,0,8068,659.5,2025-02-24
ORD00172,CUST0267,Ananya Reddy,Chennai,Tamil Nadu,USB Cable,Accessories,1,49455,0,49455,10318.0,2025-09-02
ORD00173,CUST0448,Kiran Verma,Chennai,Tamil Nadu,Speaker,Electronics,5,32266,0,161330,47640.68,2025-08-20
ORD00174,CUST0469,Vivaan Gupta,Pune,Maharashtra,Printer,Office,3,26183,10,78549,14337.02,2025-01-23
ORD00175,CUST0276,Aditya Kumar,Pune,Maharashtra,Laptop,Electronics,1,12881,20,12881,3644.8,2025-04-13
ORD00176,CUST0300,Ananya Kumar,Ahmedabad,Gujarat,Webcam,Accessories,5,9265,10,46325,9294.84,2025-06-08
ORD00177,CUST0460,Rahul Gupta,Hyderabad,Telangana,Webcam,Accessories,1,10787,10,10787,3123.87,2025-12-25
ORD00178,CUST0118,Kiran Kumar,Pune,Maharashtra,Mouse,Accessories,4,2300,5,9200,1003.52,2025-02-10
ORD00179,CUST0678,Sai Singh,Bangalore,Karnataka,Printer,Office,1,16099,15,16099,1320.29,2025-11-23
ORD00180,CUST0501,Vivaan Sharma,Pune,Maharashtra,Printer,Office,1,14737,5,14737,1376.96,2025-02-27
ORD00181,CUST0223,Sai Reddy,Kolkata,West Bengal,Speaker,Electronics,2,43562,10,87124,21299.83,2025-03-06
ORD00182,CUST0475,Shivani Verma,Bangalore,Karnataka,Monitor,Electronics,4,7971,20,31884,6237.82,2025-03-14
ORD00183,CUST0376,Shivani Sharma,Kolkata,West Bengal,Tablet,Electronics,3,9285,20,27855,3183.9,2025-12-21
ORD00184,CUST0022,Ananya Jogi,Delhi,Delhi,Monitor,Electronics,5,6413,5,32065,3423.69,2025-07-20
ORD00185,CUST0584,Shivani Verma,Chennai,Tamil Nadu,Webcam,Accessories,3,46182,0,138546,39426.73,2025-08-20
ORD00186,CUST0922,Aarav Sharma,Ahmedabad,Gujarat,Speaker,Electronics,3,19159,20,57477,10290.93,2025-08-14
ORD00187,CUST0245,Sneha Reddy,Bangalore,Karnataka,Speaker,Electronics,1,15181,20,15181,3824.58,2025-04-17
ORD00188,CUST0667,Diya Yadav,Delhi,Delhi,Monitor,Electronics,1,25266,15,25266,6712.1,2025-10-05
ORD00189,CUST0753,Rahul Patel,Kolkata,West Bengal,Monitor,Electronics,4,7530,5,30120,7612.04,2025-02-27
ORD00190,CUST0617,Sneha Singh,Bangalore,Karnataka,Headphones,Accessories,3,19747,5,59241,5157.55,2025-04-29
ORD00191,CUST0179,Vihaan Singh,Hyderabad,Telangana,Headphones,Accessories,4,40727,20,162908,48319.05,2025-05-20
ORD00192,CUST0852,Rahul Singh,Hyderabad,Telangana,Keyboard,Accessories,3,28884,15,86652,21367.43,2025-10-09
ORD00193,CUST0579,Sai Reddy,Bangalore,Karnataka,Tablet,Electronics,2,3832,5,7664,1381.12,2025-02-24
ORD00194,CUST0953,Meera Jogi,Chennai,Tamil Nadu,Webcam,Accessories,4,29224,20,116896,27823.12,2025-08-09
ORD00195,CUST0136,Vivaan Verma,Chennai,Tamil Nadu,Headphones,Accessories,2,27937,5,55874,14552.77,2025-10-27
ORD00196,CUST0869,Arjun Verma,Kolkata,West Bengal,Laptop,Electronics,1,46494,5,46494,7261.08,2025-03-31
ORD00197,CUST0139,Vihaan Naidu,Delhi,Delhi,USB Cable,Accessories,1,25221,5,25221,2163.81,2025-11-03
ORD00198,CUST0696,Meera Sharma,Mumbai,Maharashtra,USB Cable,Accessories,1,48083,20,48083,12386.09,2025-06-18
ORD00199,CUST0481,Aarav Kumar,Bangalore,Karnataka,Laptop,Electronics,5,7761,5,38805,7228.65,2025-04-28
ORD00200,CUST0350,Rahul Reddy,Hyderabad,Telangana,Speaker,Electronics,5,37085,5,185425,25105.72,2025-07-04
ORD00201,CUST0789,Vivaan Jogi,Chennai,Tamil Nadu,USB Cable,Accessories,4,7904,10,31616,6768.33,2025-03-12
ORD00202,CUST0721,Shivani Kumar,Ahmedabad,Gujarat,Speaker,Electronics,5,17932,20,89660,18337.78,2025-03-08
ORD00203,CUST0675,Sneha Jogi,Ahmedabad,Gujarat,Speaker,Electronics,2,29552,0,59104,6108.83,2025-07-30
ORD00204,CUST0644,Rahul Gupta,Mumbai,Maharashtra,Headphones,Accessories,5,46128,10,230640,28289.36,2025-01-07
ORD00205,CUST0488,Aarav Jogi,Ahmedabad,Gujarat,Headphones,Accessories,1,33949,0,33949,7875.73,2025-09-15
ORD00206,CUST0468,Vivaan Singh,Delhi,Delhi,Keyboard,Accessories,1,34449,5,34449,3939.69,2025-07-07
ORD00207,CUST0974,Sneha Patel,Ahmedabad,Gujarat,Keyboard,Accessories,2,12980,20,25960,5565.03,2025-08-09
ORD00208,CUST0465,Arjun Naidu,Delhi,Delhi,Webcam,Accessories,2,18136,5,36272,8028.66,2025-03-26
ORD00209,CUST0018,Diya Naidu,Mumbai,Maharashtra,Headphones,Accessories,3,9852,15,29556,5238.86,2025-03-15
ORD00210,CUST0921,Rahul Kumar,Chennai,Tamil Nadu,Monitor,Electronics,4,17803,15,71212,19885.78,2025-02-21
ORD00211,CUST0180,Priya Yadav,Mumbai,Maharashtra,Monitor,Electronics,3,35803,15,107409,23185.15,2025-11-29
ORD00212,CUST0577,Priya Jogi,Mumbai,Maharashtra,Speaker,Electronics,3,20981,10,62943,12193.77,2025-11-04
ORD00213,CUST0170,Rohan Verma,Chennai,Tamil Nadu,Tablet,Electronics,4,16315,20,65260,18721.9,2025-07-22
ORD00214,CUST0104,Arjun Jogi,Pune,Maharashtra,Speaker,Electronics,1,20005,10,20005,3182.52,2025-07-10
